date,avg_temp,total_rainfall,ano
2023-06-18,25.832857142857144,1.8800000000000001,2023
2023-06-25,23.947142857142858,2.53,2023
2023-07-02,24.868571428571432,0.66,2023
2023-07-09,24.974285714285713,1.35,2023
2023-07-16,26.345714285714287,0.1,2023
2023-07-23,24.58142857142857,0.29000000000000004,2023
2023-07-30,25.728571428571428,0.16999999999999998,2023
2023-08-06,25.34857142857143,2.8000000000000003,2023
2023-08-13,25.349999999999998,0.43,2023
2023-08-20,25.64428571428571,1.11,2023
2023-08-27,28.43,0.7000000000000001,2023
2023-09-03,27.97714285714286,1.1600000000000001,2023
2023-09-10,26.708571428571428,0.71,2023
2023-09-17,27.389999999999997,0.49,2023
2023-09-24,28.01571428571429,0.66,2023
2023-10-01,29.834285714285716,0.08,2023
2023-10-08,29.698571428571427,0.0,2023
2023-10-15,29.415714285714284,0.01,2023
